height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
8,40,320,5.0,0.456,0.997,2.7,146,319,54,1
9,43,387,4.778,0.455,0.899,2.98,176,348,59,1
8,46,368,5.75,0.356,0.927,2.11,131,341,62,1
8,42,336,5.25,0.423,0.979,,142,329,60,1
21,2,42,0.095,0.738,0.738,31.0,31,31,1,2
8,41,328,5.125,0.351,0.963,1.92,115,316,60,1
38,70,2660,1.842,0.059,0.062,19.63,157,165,8,5
15,342,5130,22.8,0.24,0.548,2.49,1232,2810,495,1
9,123,1107,13.667,0.39,0.996,2.82,-9999999,1103,153,1
1,147,147,147.0,0.864,1.0,11.55,127,147,11,2
10,131,1310,13.1,0.487,0.856,2.94,638,1121,217,1
1,17,17,17.0,0.941,1.0,16.0,16,17,1,2
9,1,9,0.111,1.0,1.0,9.0,9,9,1,
11,89,979,8.091,0.17,0.706,2.72,166,691,61,1
10,31,310,3.1,0.3,0.813,3.32,93,252,28,1
12,230,2760,19.167,0.164,0.57,3.48,453,-9999999,130,1
7,43,301,6.143,0.243,0.807,3.48,73,243,21,1
36,172,6192,4.778,0.128,0.337,4.84,793,2086,164,5
22,72,1584,3.273,0.469,0.848,8.64,743,1343,86,1
9,76,684,,0.358,0.795,2.19,245,544,112,1
7,190,1330,27.143,0.293,0.847,1.79,390,1126,218,1
8,71,568,8.875,0.312,0.866,1.86,177,492,95,1
8,-9999999,568,8.875,0.31,0.861,1.85,176,489,95,1
13,116,1508,8.923,0.279,0.658,2.3,421,992,183,1
9,93,837,10.333,0.259,0.895,1.74,217,749,125,1
9,109,981,12.111,0.243,0.848,1.58,238,832,151,1
8,64,512,8.0,0.301,0.857,1.93,154,439,80,1
9,133,1197,14.778,0.236,0.718,1.89,283,859,150,1
6,100,600,16.667,0.342,0.822,1.71,205,493,120,1
7,49,343,7.0,0.297,0.641,2.08,102,-9999999,49,1
6,43,258,7.167,0.205,0.69,1.77,53,178,30,1
6,29,174,4.833,0.339,0.874,1.51,59,152,39,1
10,48,480,4.8,0.313,0.76,2.5,150,365,60,1
10,35,350,3.5,0.38,0.829,2.02,133,290,66,1
9,37,333,4.111,0.453,0.964,2.7,151,321,56,1
13,85,1105,6.538,0.327,0.633,2.76,361,700,131,1
13,217,2821,16.692,0.361,0.686,3.05,1019,1934,334,1
13,487,6331,37.462,0.247,0.63,2.1,1564,3988,745,1
13,440,5720,33.846,0.255,0.696,2.18,1459,3983,669,1
12,168,2016,14.0,0.255,0.719,2.1,515,1449,245,1
26,1,26,0.038,,1.0,26.0,26,26,1,4
13,65,845,5.0,0.302,0.677,2.58,255,572,99,1
13,1,13,0.077,1.0,1.0,13.0,13,13,1,4
17,1,17,0.059,1.0,1.0,17.0,17,17,1,4
10,121,1210,12.1,,0.873,2.41,448,1056,186,1
12,118,1416,9.833,0.309,0.726,2.42,438,1028,181,1
11,1,11,0.091,1.0,1.0,11.0,11,11,1,4
13,106,1378,8.154,0.306,0.688,2.37,422,-9999999,178,1
7,9,63,1.286,0.143,0.238,9.0,9,15,1,5
37,72,2664,1.946,0.12,0.257,7.64,321,685,42,5
13,1,13,0.077,1.0,,13.0,13,13,1,4
9,34,306,3.778,0.366,0.846,2.38,112,259,47,
14,1,14,0.071,1.0,1.0,14.0,14,14,1,4
2,6,12,3.0,0.667,1.0,4.0,8,12,2,2
23,1,23,0.043,1.0,1.0,23.0,23,23,1,4
10,108,1080,10.8,0.319,0.746,2.14,345,806,161,1
8,185,1480,23.125,0.235,0.659,1.82,348,975,191,1
5,39,195,7.8,0.338,0.882,1.74,-9999999,172,-9999999,1
13,1,13,0.077,1.0,1.0,13.0,13,13,1,4
7,116,812,16.571,0.262,0.788,1.84,213,640,116,1
6,89,534,14.833,0.303,,1.82,162,422,89,1
7,46,322,6.571,0.304,0.963,2.58,98,310,38,1
7,29,203,4.143,0.266,0.813,2.7,-9999999,165,20,1
-9999999,172,1032,28.667,0.294,0.907,1.73,303,936,175,1
5,17,85,3.4,0.471,0.929,2.35,40,79,17,1
15,1,15,0.067,1.0,1.0,15.0,15,-9999999,1,4
3,54,162,18.0,0.364,0.519,8.43,59,84,7,2
22,72,1584,3.273,0.52,,,823,1356,82,1
8,76,608,9.5,0.475,0.87,2.73,289,529,106,1
6,181,1086,30.167,0.298,0.684,1.69,324,743,192,1
8,71,568,8.875,0.407,0.903,2.06,231,513,112,1
8,72,576,9.0,0.399,0.811,2.25,230,467,102,1
10,94,940,9.4,0.25,0.721,1.7,235,678,138,1
11,71,781,6.455,0.37,0.726,2.41,289,567,120,
10,108,1080,10.8,0.297,0.831,1.84,321,897,174,1
8,64,512,8.0,0.336,0.846,,172,433,81,1
10,33,330,3.3,0.394,0.645,3.25,130,213,40,1
8,132,1056,16.5,0.31,0.861,1.84,327,909,178,1
15,54,810,3.6,0.323,0.689,2.45,262,558,107,1
14,44,616,3.143,0.398,0.766,,245,472,98,1
5,99,495,19.8,0.356,0.881,1.5,176,436,117,1
15,61,-9999999,4.067,,0.515,1.87,226,471,121,1
