acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,activity
0.0393,10.446,-0.2309,-0.4937,0.6758,-0.5939,1
34.591,-0.8639,-0.5479,12.908,-10.942,-20.545,1
-0.5025,-0.4661,0.0176,10.985,-0.6092,11.423,1
29.969,,-0.7094,-0.6065,-0.1267,26.428,1
0.1079,11.24,-0.2376,-0.1821,0.599,-0.9231,1
33.986,-13.005,-0.3822,11.627,-17.505,-28.553,1
-0.5083,-0.3965,0.1287,0.71,-12.603,10.069,1
29.531,-11.787,-0.9984,-0.5086,0.2607,12.604,1
0.0971,0.9451,-0.2686,-0.1949,0.6305,-12.541,1
35.865,-0.7089,-0.407,16.098,-0.2748,-18.08,1
-0.593,-0.4543,0.0788,10.513,-0.3549,0.9673,1
31.935,-12.121,-0.7962,-15.987,0.2172,14.943,1
0.1546,0.951,-0.289,-0.3544,0.2891,-0.8108,1
35.644,-0.7968,-0.5089,12.048,0.2651,-24.589,1
-0.5205,-0.3186,0.0872,0.7769,-0.5214,13.176,1
26.827,-14.362,-0.7252,-11.778,-0.2708,15.813,1
0.177,10.291,-0.1846,-0.5095,0.2879,-11.556,1
33.624,-0.6308,-0.5406,15.782,-11.42,-30.218,1
-0.2582,-0.4886,0.0105,0.7879,-15.142,-0.618,1
26.451,-0.8845,-0.6549,-0.2725,0.6725,34.152,1
0.2458,12.398,-0.267,-0.4734,-0.1106,-0.4711,1
36.693,-0.5573,-0.4015,16.889,-0.3608,-25.011,1
-0.4821,-0.5633,0.0581,0.4138,0.5662,0.6665,1
26.559,-0.7742,-0.3304,16.845,-17.893,-21.087,1
-0.4764,-0.4119,0.2234,0.3836,-0.2449,17.188,1
17.442,-0.5955,-0.3761,-16.429,19.906,12.303,1
-0.0351,0.7579,-0.1007,0.5284,-0.4795,-19.808,1
19.895,-10.213,-0.4164,11.22,-11.936,-21.033,1
-0.369,-0.4366,0.1833,-0.329,-0.5702,24.243,1
19.97,-0.5513,-0.8103,-11.789,15.507,16.246,1
0.4097,0.354,-0.3583,10.583,-10.248,-28.518,1
0.9754,-0.7695,-0.4306,0.1216,-0.3615,-17.934,1
0.206,-0.6472,-0.067,0.7315,-0.4061,13.691,1
10.621,-0.1929,-0.7685,-16.644,19.308,26.364,1
0.0417,0.6218,-0.1006,0.2093,-0.6409,-24.788,1
11.458,-0.8341,-0.4767,14.268,-0.9194,-34.042,1
-0.2596,-0.5145,0.1429,0.1058,0.295,18.873,1
16.047,-0.4743,-0.7672,-14.141,21.888,19.474,1
0.325,0.397,-0.2671,0.8957,-0.8694,-25.99,1
14.008,-0.8608,-0.3373,0.2385,0.8791,-17.174,1
,-0.516,0.1537,-0.6215,0.2072,19.97,1
16.827,-0.4922,-0.7959,-15.593,12.694,10.305,1
0.0763,0.4468,-0.1306,,0.315,-22.445,1
0.7905,-0.5339,-0.3049,16.014,-0.2222,-13.478,1
0.2939,-0.7247,0.0721,-0.419,0.1591,21.092,1
0.8577,0.1663,-0.4026,-18.101,23.25,0.8939,1
0.4673,0.3008,-0.1931,0.5633,-0.2185,-22.966,1
16.925,-0.7237,-0.4773,14.959,-0.7141,-0.9183,1
0.0025,-0.4831,0.1796,-17.011,-0.8819,14.94,1
16.208,-0.4855,-0.5535,-13.164,20.25,13.123,1
0.6416,0.3815,-0.2372,14.653,-0.2098,-32.203,1
0.8396,-0.7802,-0.2427,0.7208,-0.5565,-17.93,1
0.4449,-0.8162,0.0784,-0.3299,0.1614,29.426,1
13.22,-0.1163,-0.5591,-19.911,22.322,13.659,1
-0.0307,,-0.1627,10.114,-0.1884,-23.633,1
20.077,-0.6714,-0.4901,0.4854,-0.3194,-21.439,1
0.0874,-0.5035,0.2611,-0.0478,0.0372,19.221,1
15.898,-0.3323,-0.7156,-19.113,19.282,20.333,1
0.1321,0.4387,-0.1167,0.8887,-0.2044,-27.544,1
11.544,-0.5261,-0.4103,0.4854,0.6506,-19.844,1
-0.0061,-0.704,0.2546,-0.1002,-0.4201,17.426,1
12.545,-0.193,-0.6424,-19.572,,18.219,1
0.2499,0.5397,-0.1678,0.8478,-10.864,-25.954,1
20.5,-0.6793,-0.6166,19.667,-10.369,-27.19,1
-0.1622,-0.7815,0.1963,-10.138,0.52,20.257,1
20.495,-0.4677,-0.7692,-16.827,15.821,13.228,1
0.0132,0.7259,-0.159,0.3205,0.2592,-19.572,1
12.711,-0.7848,-0.3188,16.818,-22.997,-26.785,1
-0.1518,-0.6312,0.3126,-0.4154,0.1038,25.393,1
27.215,-0.5159,-0.2514,-20.922,15.958,16.363,1
0.1885,0.5835,-0.1118,0.8641,-0.8181,-19.866,1
14.98,-0.8996,-0.1898,20.171,-0.7807,-24.175,1
-0.515,-0.5727,0.2651,-0.1476,-0.2816,22.49,1
13.238,-0.3521,-0.5447,-10.699,15.515,13.438,1
0.1201,0.7031,-0.119,0.4137,-0.2736,-24.92,1
27.474,-0.7081,-0.4079,16.027,-27.397,-32.87,1
-0.3541,-0.6354,0.3477,-0.1567,0.5086,22.916,1
32.17,-10.82,-0.5744,20.683,-19.867,-31.75,1
-0.4271,-0.4911,0.3034,0.8439,-11.173,-0.1833,1
27.954,-15.323,-13.792,-0.5366,0.1303,33.351,1
0.2894,14.028,-0.5542,-0.8522,-0.7683,-11.262,1
18.398,-0.6768,-20.77,-0.7316,-40.366,-36.134,1
-0.0494,-0.3568,-0.071,0.0712,-19.677,-15.272,1
0.0248,-0.1755,-19.373,16.799,0.366,13.842,1
-0.4418,0.3335,-0.3227,0.0139,-0.6016,-0.1992,1
-0.2464,-0.0813,-22.483,-29.197,11.822,-0.0259,1
-0.0682,-0.6349,0.1655,0.7123,16.004,-0.0749,1
19.242,-10.366,-22.915,14.664,22.38,52.798,1
0.2247,14.678,-0.5198,-0.5811,11.114,-11.84,1
36.988,-0.8705,-16.681,0.7824,0.1022,-36.922,1
-0.2857,-0.4606,0.2648,0.5999,-0.6579,0.1582,1
26.513,-0.9451,-13.856,-0.4129,0.3885,35.336,1
0.0274,0.8649,-0.2379,-0.1909,11.011,-0.3044,1
40.215,-11.729,-0.866,0.8855,-0.4395,-25.95,1
-0.7046,-0.4154,0.2768,0.7593,-0.7879,10.906,1
23.21,-0.9141,-0.9376,-0.7641,14.682,31.143,1
0.2926,0.9283,-0.3383,-0.3158,0.7961,-0.9903,1
31.437,-0.2131,-0.6996,16.111,23.478,-25.049,1
-0.4069,-0.5281,0.0567,11.061,0.1277,-0.1347,1
30.975,-0.9026,-11.444,-0.9423,0.2246,39.236,1
0.5731,11.913,-0.3083,-0.6083,-0.1741,0.2488,1
42.238,-0.5313,-0.0497,23.511,37.946,-14.452,1
-0.3394,-0.4036,-0.0262,17.406,0.6598,-0.0475,1
20.223,-0.9981,-0.3139,-18.46,15.261,33.108,1
0.629,0.875,-0.2939,-11.591,0.4018,0.5336,1
25.231,0.4203,-0.0623,24.026,0.3467,-13.841,1
-0.0907,-0.6535,0.0121,12.049,0.4435,0.2355,1
28.116,-0.9735,-0.0479,-26.839,26.433,33.329,1
0.388,0.9028,-0.2194,-0.8652,0.6186,0.17,1
37.266,-10.659,0.1835,19.36,0.5034,-0.7577,1
0.096,-0.5346,-0.0084,0.9334,-0.9921,10.009,1
24.385,-10.021,-0.3412,-13.086,30.251,35.416,1
0.0766,0.9368,-0.308,-10.792,0.9516,-0.1491,1
38.419,-0.9718,-0.0695,18.822,-15.324,-12.225,1
-0.1822,-0.5644,0.0186,14.198,-0.2306,-0.139,1
30.238,-10.193,-0.1693,-18.21,20.083,47.785,1
0.3469,10.577,-0.3449,-11.445,0.8336,0.1539,1
28.429,0.0454,0.0422,16.052,0.5932,-21.407,1
-0.2414,-0.3678,-0.0039,22.208,-0.7829,12.808,1
20.575,-13.58,-0.7387,-12.81,20.491,36.795,1
0.5782,0.4832,-0.3719,-10.701,10.781,0.1897,1
14.363,0.206,-0.3038,0.8552,20.9,-12.832,1
0.0461,-0.688,-0.0844,15.38,-0.8799,0.8223,1
30.629,-12.855,-0.3976,-22.289,24.506,35.591,1
0.4769,0.5727,-0.2918,-0.5345,0.7669,0.2518,1
17.3,0.1921,-0.2747,15.786,0.6557,-13.531,1
0.0475,-0.6596,,15.301,-0.6501,0.3165,1
15.798,-11.152,-0.1888,-16.048,14.578,40.923,1
0.6327,0.6182,-0.2927,-0.7688,0.6744,0.9516,1
16.883,-0.1998,-0.3919,16.839,0.225,-21.432,1
0.4011,-0.6534,-0.1626,0.8242,-13.04,-0.5481,1
-0.4398,-0.4562,0.2005,0.0335,0.4219,17.279,1
11.243,-0.2109,-0.5155,-13.096,15.939,14.524,1
0.0973,0.5464,-0.1315,0.4302,-0.0212,-17.209,1
14.922,-0.704,-0.1622,14.944,-0.7577,-29.957,1
-0.4356,-0.5608,0.0157,0.1834,-10.025,13.024,1
14.637,-0.3769,-0.5461,-12.27,0.2532,14.346,1
0.0256,0.9131,-0.2198,0.0984,0.0171,-14.52,1
22.81,-0.7054,-0.1844,17.492,,-27.332,1
-0.2009,-0.6638,0.2423,-0.078,-0.979,13.609,1
17.307,-0.3938,-0.6408,-13.324,-0.0219,21.747,1
0.1028,0.7029,-0.1704,0.6785,-0.0762,-12.814,1
30.143,-0.8024,-0.4528,0.6309,-10.309,-33.088,1
-0.4811,-0.6248,0.2323,0.2473,-0.5983,0.2066,1
34.826,-0.922,-0.6781,-0.9894,-0.4392,24.398,1
0.1818,11.204,-0.2775,-0.0691,-0.1124,-11.318,1
27.128,-0.6601,-0.4324,20.105,-11.746,-25.074,1
-0.5716,-0.4141,0.2387,0.7723,-11.154,0.3976,1
27.507,-0.9311,-0.8094,-0.696,-0.0479,21.544,1
0.0942,0.7557,-0.0995,-0.2259,-0.5039,,1
31.302,-0.8786,-0.3861,11.691,-0.0647,-23.266,1
-0.5773,-0.2979,0.1232,0.699,-0.3012,0.4355,1
26.117,-0.8966,-0.8188,-11.954,0.3764,22.726,1
0.0309,0.9411,-0.1196,-0.5551,0.1182,-0.4442,1
42.949,-0.7483,-0.342,11.556,-0.6339,-19.728,1
-0.4326,-0.5739,0.3469,10.603,-0.7377,-0.3475,1
23.081,-0.4963,-0.0715,-10.307,27.834,34.352,1
-0.0152,0.934,-0.1933,-0.6085,-0.1759,-0.2697,1
37.657,-0.9491,-0.2964,16.935,10.699,-11.089,1
-0.319,-0.509,-0.0381,0.8683,-11.565,0.2488,1
25.845,-0.9431,-0.2919,-0.8705,12.347,21.752,1
0.4767,0.8574,-0.3544,-0.1682,-0.0119,-0.7566,1
