median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,binaryClass
250000,8.163,10,366,61,128,61,33.49,N
480800,6.323,19,2930,428,1481,430,,N
294300,6.3568,18,4173,625,-9999999,634,33.49,N
288500,6.1815,25,-9999999,481,1462,497,33.48,N
305600,5.756,13,2020,378,679,290,33.47,N
189600,4.0167,18,2626,530,1302,522,33.51,N
186300,4.4732,16,1956,346,862,326,33.5,N
120400,4.0388,17,2112,480,1893,433,33.51,N
126400,3.4792,18,1645,393,1490,355,33.51,N
184400,2.9762,19,1258,246,545,227,33.51,N
-9999999,3.86,23,3499,722,1480,-9999999,33.47,N
320800,4.1563,20,1577,363,764,333,33.47,N
305600,3.5915,-9999999,2208,534,1423,482,33.47,N
243800,3.668,19,2595,621,1728,571,33.47,N
-9999999,3.8403,21,1857,399,881,380,33.47,N
500001,3.8992,5,1889,359,616,246,33.43,N
315500,6.065,5,2262,-9999999,1016,402,33.55,N
341400,7.618,5,2840,403,1363,403,33.54,N
322800,5.753,5,3621,632,-9999999,567,33.52,N
318300,6.8007,9,3856,571,1646,576,33.55,N
272000,6.5394,20,1767,280,-9999999,284,33.54,
282900,6.0868,17,5041,778,2396,-9999999,33.53,N
325000,3.4455,4,2142,625,1176,483,33.52,N
279000,6.8279,2,5261,763,1460,599,33.51,N
278200,4.538,3,7374,1444,3214,1279,33.52,N
288500,5.9088,5,6698,1254,2834,1139,33.53,N
340900,6.1007,17,2486,417,876,361,33.52,N
487000,13.1477,11,2198,252,883,281,33.51,N
500001,6.379,12,4676,698,1543,598,33.51,N
500001,10.1122,2,10008,1453,3550,-9999999,33.57,N
384200,8.3275,4,1764,220,705,224,33.55,N
274300,6.0743,3,1618,266,710,246,33.55,N
354700,7.9338,4,4956,693,1802,-9999999,33.54,N
262100,7.1736,12,2459,390,1054,391,33.55,N
298500,6.9343,2,2112,305,703,261,33.56,N
183300,4.1379,3,2443,637,1033,548,33.56,
138500,3.3125,4,3283,911,1512,782,33.57,N
453800,,7,4907,577,1883,556,33.54,N
318300,7.3878,15,2460,368,962,320,33.54,N
187500,4.6336,2,2530,562,1066,510,33.58,N
119900,3.6196,9,1204,355,-9999999,293,33.57,N
226000,4.045,4,3289,753,1285,651,33.57,N
144300,4.877,6,3673,-9999999,-9999999,768,33.57,N
268500,6.2661,4,2428,401,959,386,33.51,N
173000,4.6607,4,1223,275,505,244,33.51,N
245400,5.5677,4,2351,445,834,-9999999,33.5,N
397700,8.583,5,1680,254,617,231,33.49,N
434700,8.7591,4,7474,1037,2969,1007,33.5,N
336700,6.3579,10,3458,638,1156,470,33.48,N
340300,6.3088,6,16590,2696,6223,2357,33.48,N
368500,6.5206,14,3894,672,1490,629,,N
454100,4.89,9,-9999999,1316,1720,904,33.46,N
345700,5.5507,17,2681,454,830,410,33.47,N
162500,2.8192,-9999999,-9999999,1084,3985,1056,33.68,N
355100,8.3634,14,4321,582,2025,578,33.71,N
158300,,15,2849,537,878,520,33.71,N
344900,7.9125,12,4025,574,2042,588,33.7,N
337100,7.3141,15,2102,295,1060,303,33.71,N
207500,5.5464,3,-9999999,749,1486,-9999999,33.7,N
137500,3.7147,4,2446,622,1315,560,33.7,N
274600,6.1062,-9999999,5805,852,2356,795,33.65,N
307400,8.6088,16,3774,456,1587,430,33.65,N
355600,6.1863,16,3388,492,1249,463,33.65,N
308900,8.111,14,2945,356,1293,335,33.64,N
220600,5.8399,16,1565,-9999999,950,280,33.63,N
241800,4.5909,16,2497,500,1357,456,33.63,N
219700,3.4261,16,1641,354,945,318,,N
286800,5.2325,16,-9999999,745,1525,682,33.63,N
67500,2.2969,16,-9999999,242,380,246,33.64,N
225600,5.0686,19,2957,492,1639,495,33.62,N
241700,5.5584,23,3038,473,1501,436,33.63,N
242800,5.8898,22,2520,387,1338,391,33.62,N
386100,10.4498,-9999999,4508,618,1993,573,33.72,N
368700,7.9739,14,3011,388,1359,371,33.72,N
362500,8.7603,10,2464,347,1241,366,33.72,N
148400,4.3636,15,941,266,366,248,33.72,N
108300,3.2229,15,1010,350,470,342,33.71,N
87500,4.1167,-9999999,328,68,391,60,33.73,N
350500,8.2953,11,2630,327,1256,352,33.66,N
225700,6.9501,5,4246,689,1933,722,33.66,N
309200,5.7797,5,10534,2035,4656,-9999999,33.67,
237400,4.7341,-9999999,10175,2181,4762,1929,33.66,N
239900,5.928,6,10395,1915,4783,1811,33.65,N
243400,6.5069,4,5687,970,-9999999,938,33.68,N
500001,1.9659,6,211,51,125,44,33.72,N
302000,7.5619,15,5394,748,2383,706,33.65,N
326600,8.1926,15,5743,773,2380,773,33.64,N
273800,4.9079,23,1444,260,-9999999,253,33.63,N
215800,5.7559,18,3783,654,1843,623,33.64,N
262000,6.9741,16,2592,372,1279,383,33.64,
162500,2.885,9,5206,992,4660,978,33.71,N
272800,6.5987,24,3260,458,1383,442,33.72,N
261300,2.1719,17,1063,189,363,183,33.73,N
201400,,16,2617,506,1317,511,33.72,
-9999999,7.3769,16,2666,-9999999,1227,347,33.71,N
276500,6.8634,-9999999,3477,462,1593,484,33.72,N
187200,5.4248,15,1392,267,-9999999,263,33.7,N
184100,3.7988,14,1413,372,744,338,33.69,N
154000,5.0631,15,500,113,261,116,33.69,N
-9999999,2.1406,-9999999,1666,341,479,336,33.69,N
238900,5.1299,16,4702,806,2529,814,33.69,N
315600,6.115,19,2500,331,1027,327,33.68,N
295500,,16,3400,-9999999,1575,488,33.69,N
325500,6.8219,16,2745,447,1429,411,33.69,N
313900,5.7115,16,1532,240,679,248,33.69,N
326100,,16,1998,308,818,299,33.68,
-9999999,4.4391,14,2635,516,1150,499,33.68,N
251000,4.2083,14,1800,362,874,373,33.69,N
328000,7.9887,15,2099,322,873,-9999999,33.69,N
225000,3.631,5,623,146,396,136,33.68,N
274100,6.9133,8,2032,349,862,340,33.68,N
342900,7.7589,8,2098,342,908,329,33.67,N
242500,4.6019,8,2440,502,1113,483,33.67,N
-9999999,5.2124,9,1567,299,675,294,33.67,N
275000,7.2025,9,2435,396,1194,385,33.67,N
296600,,9,3279,-9999999,1447,510,33.67,N
-9999999,5.1583,8,1964,413,913,406,,N
234300,6.0634,15,1834,330,841,-9999999,33.68,N
236800,4.6793,14,-9999999,336,852,300,33.68,N
311500,7.2118,13,2636,416,1137,404,33.68,N
235600,4.0187,11,1994,-9999999,849,411,33.68,N
265900,5.7858,9,1633,295,928,297,33.68,N
375300,8.735,10,2106,319,1002,-9999999,33.68,N
240000,5.7759,5,2638,521,1179,-9999999,33.67,N
302500,8.284,5,2487,388,-9999999,397,33.67,N
329100,6.7962,4,3345,552,1525,539,33.67,N
450000,2.4233,5,1256,256,880,288,33.69,N
500001,4.5469,4,1545,304,-9999999,296,33.68,N
360600,8.7974,-9999999,1346,213,603,219,33.68,N
333600,7.9187,3,3068,494,1357,486,33.68,N
290700,6.276,17,2895,439,1588,450,33.67,N
184500,4.1652,-9999999,3226,838,1666,800,33.68,N
358000,6.1395,3,7105,1459,3068,1241,33.68,N
160200,4.5094,12,4329,1068,1913,978,33.67,N
278700,6.5743,10,2815,431,1181,398,33.72,N
-9999999,7.8139,9,2153,316,954,-9999999,33.72,
379800,8.1111,13,1939,247,928,244,33.71,N
375700,7.5847,5,4050,584,1986,598,33.71,N
227800,5.5631,4,1646,-9999999,859,300,33.71,N
331200,7.3518,16,2207,-9999999,1081,308,33.71,N
195400,4.6141,4,974,-9999999,428,203,33.71,N
291300,7.2074,3,8240,1410,3318,1270,33.73,N
233900,5.409,16,1663,250,-9999999,204,33.7,N
-9999999,6.3298,-9999999,-9999999,1098,3785,1114,33.7,N
283200,,16,3114,463,1641,469,33.71,N
313400,7.1069,16,6339,862,3132,-9999999,33.71,N
239500,4.4286,6,1593,371,832,379,33.7,N
194000,5.2923,5,1549,378,735,355,33.7,N
227700,5.1741,16,1416,249,636,244,33.7,N
244800,6.5783,15,1875,316,890,316,33.69,
340000,8.7385,16,3067,396,1275,372,33.69,N
333300,3.3438,13,-9999999,289,630,296,33.69,N
433300,4.1304,38,1757,464,821,426,33.55,N
500001,7.866,36,2057,329,658,309,33.56,N
500001,10.9601,24,6258,1003,1730,-9999999,33.56,N
500001,5.8371,35,-9999999,428,724,377,33.55,N
237500,3.7059,33,247,80,167,70,33.6,N
500001,4.1591,41,2017,489,783,403,33.53,N
450000,2.2969,29,-9999999,462,520,339,33.54,N
452100,3.821,39,5066,1292,1915,1117,33.55,N
378200,5.0907,21,8711,1544,3173,1396,33.54,N
500001,4.4464,-9999999,3590,772,1070,603,33.51,N
499100,6.7861,28,2024,297,617,274,33.55,N
194400,4.8488,5,11976,-9999999,4327,2009,33.57,N
450000,3.875,16,20,5,15,5,33.67,N
350000,2.5197,15,1010,274,649,261,33.67,N
275000,3.7976,17,2634,641,1454,560,33.67,N
272800,6.5356,15,2355,438,747,450,33.66,N
291700,5.3423,16,1574,385,515,363,33.66,N
269000,6.3767,-9999999,3930,661,1831,616,33.67,
223400,4.0,16,2542,498,1022,494,33.66,N
383900,10.0757,16,1414,191,635,230,33.66,N
274200,5.8752,-9999999,2851,490,1192,463,,N
278400,6.4238,-9999999,4227,641,1605,589,33.66,N
198300,2.4132,11,6840,1689,6083,1629,33.64,N
500001,7.79,25,2267,359,866,348,33.61,N
-9999999,8.6001,15,3191,482,930,447,33.61,N
500001,10.1275,27,2278,316,772,304,33.55,N
500001,9.0519,21,4281,582,1443,576,33.6,N
500001,7.9367,23,3166,-9999999,1092,345,33.62,N
500001,10.1989,17,2975,371,1247,398,33.62,N
500001,10.3893,18,729,105,316,108,33.62,N
500001,7.5674,14,4340,741,1505,670,33.61,N
500001,15.0001,13,5192,658,1865,662,33.62,N
500001,5.3099,17,3095,551,1175,534,33.63,N
500001,7.2217,28,3404,497,1134,466,33.54,N
466400,6.9257,28,2250,329,826,323,33.54,N
373700,4.1699,47,3090,652,1105,582,33.54,N
384700,3.2708,46,1033,223,462,224,33.53,
500001,3.053,50,1152,341,519,225,,N
426100,7.9794,-9999999,3085,499,1176,480,33.53,N
391900,8.4614,18,3224,561,1310,580,33.53,N
500001,10.6349,24,2105,346,712,332,33.53,N
445600,5.1837,32,-9999999,661,1105,-9999999,33.53,N
500001,6.6178,-9999999,1833,331,515,268,33.51,N
161800,5.5137,15,2874,592,1382,586,33.63,N
231400,5.6877,16,4134,-9999999,2103,745,33.62,N
182300,5.5342,9,2499,492,1111,542,33.64,N
110000,3.1679,21,2322,518,662,457,33.62,N
105800,2.8583,19,1144,268,365,279,33.62,
-9999999,2.395,25,3004,718,891,626,33.61,N
162500,1.9,15,1362,255,378,202,33.63,N
86900,2.7634,19,5777,1261,1711,1225,33.62,N
186800,,16,590,-9999999,178,121,33.61,N
241700,3.4706,16,1889,590,686,537,,N
229800,3.7422,16,2753,576,857,-9999999,33.61,N
180800,3.5625,17,2116,474,662,443,33.61,N
-9999999,3.1779,17,2499,-9999999,781,522,33.61,N
255600,4.9,5,4944,1164,1727,-9999999,33.6,N
227600,3.2845,16,2270,488,709,489,33.61,N
120600,2.6759,17,2612,582,832,564,33.61,N
322600,3.6484,16,2371,725,1738,-9999999,33.61,N
74300,2.3774,26,2283,506,634,469,33.6,N
229800,3.5521,8,3329,-9999999,1312,629,33.6,N
74800,2.3387,25,3011,714,893,654,33.6,N
80400,2.5685,26,2033,463,618,450,33.61,
81100,2.49,26,2653,621,774,584,33.61,N
74100,,26,3046,726,888,663,33.61,N
72300,2.3438,26,2280,550,669,502,33.61,N
72500,2.7601,25,1949,459,602,428,33.6,N
80600,2.625,26,1021,230,301,208,33.6,N
77100,3.1131,25,1321,295,396,278,33.6,N
190900,4.1678,11,8039,1717,3445,1571,33.59,N
230400,4.5833,5,665,171,384,171,33.66,N
231600,3.7857,5,1688,430,857,402,33.66,N
225000,2.2262,4,1649,456,1030,411,33.65,N
296200,7.9217,4,1011,198,511,198,33.66,N
187500,3.7875,9,638,266,426,234,33.65,
250400,4.1103,8,2149,426,950,-9999999,33.65,N
387500,6.4967,15,2460,447,-9999999,398,33.66,N
410400,8.1093,17,4477,610,1798,612,33.63,N
362500,6.3822,18,-9999999,-9999999,830,286,33.65,N
270800,4.1944,8,32,9,26,11,33.63,N
450400,8.8693,8,4447,713,1680,705,33.64,N
493000,11.1121,15,3236,451,1289,416,33.63,N
500001,9.8589,18,1974,260,-9999999,278,33.64,N
442100,11.0138,16,2404,349,868,329,33.64,N
500001,12.3411,4,1741,225,811,233,33.64,N
500001,8.8742,31,5488,1055,1938,964,33.6,N
500001,6.6155,20,3212,572,1064,526,33.6,N
-9999999,5.1155,35,1598,398,782,411,33.6,N
500001,6.6544,44,2499,396,910,374,33.59,N
500001,5.2949,-9999999,3120,602,1155,553,33.6,N
500001,6.6265,30,1891,364,635,314,33.6,N
482900,4.498,34,3415,779,1275,718,33.6,N
500001,7.8164,36,1496,-9999999,441,203,33.6,N
500001,4.0764,-9999999,1521,328,527,275,33.61,N
500001,4.8,40,2790,531,952,424,33.61,N
500001,5.1048,37,2088,510,673,390,33.6,N
500001,7.2988,37,3355,492,921,366,33.57,N
500001,3.6538,-9999999,-9999999,585,906,472,33.6,N
500001,3.5682,23,1808,408,539,300,33.61,N
500001,11.075,38,1232,178,410,171,33.61,N
500001,10.3682,37,1244,173,394,154,33.61,N
500001,10.3048,36,1025,-9999999,316,126,,N
500001,11.216,36,3082,455,771,-9999999,33.61,N
345400,4.7024,21,9565,2289,3162,1831,33.63,N
93800,3.0625,24,-9999999,238,465,236,33.62,N
392200,8.5574,-9999999,3615,570,1209,559,33.64,N
500001,13.1738,19,2897,413,860,367,33.61,N
350000,6.3017,16,-9999999,559,656,423,,N
500001,6.0247,41,1790,361,540,-9999999,,N
500001,5.0,42,1301,280,539,249,33.61,N
500001,5.1923,44,-9999999,423,745,332,33.61,N
500001,5.6336,40,-9999999,352,498,278,33.6,N
500001,4.2222,45,1883,419,653,328,33.61,N
500001,3.4937,44,1469,312,507,266,33.61,N
500001,10.2849,26,-9999999,455,1336,451,33.64,N
500001,5.4284,4,3618,767,1326,714,33.65,N
500001,10.8289,9,-9999999,1004,1912,903,33.63,N
500001,15.0001,15,2209,275,735,274,33.62,N
500001,9.802,8,1266,210,375,183,33.62,N
477300,5.9055,24,4879,756,1777,754,33.65,N
500001,10.1454,26,4486,554,1598,549,33.63,N
106300,3.1985,20,3442,1526,1427,977,33.63,N
450700,6.1426,32,3556,521,1381,537,33.63,N
455000,3.2125,26,1632,376,598,375,33.63,N
500001,7.1148,28,2370,352,832,347,33.63,N
295400,3.5426,26,6017,1244,2673,1135,33.66,N
265200,4.1372,33,3595,785,1621,-9999999,33.66,N
226000,3.6042,-9999999,1642,423,841,368,33.66,N
245500,4.6808,24,4496,877,1928,855,33.65,
-9999999,5.5422,32,2736,550,1279,534,33.66,N
441100,6.632,27,3310,598,1402,563,33.65,N
339800,3.9375,28,2466,507,1081,465,33.64,N
261800,5.2549,28,2043,430,1108,452,33.65,N
-9999999,4.4135,30,2196,486,1131,460,33.65,N
217900,2.625,24,885,321,590,254,33.65,N
-9999999,3.4125,30,1634,373,771,364,33.65,
276800,2.2222,17,-9999999,377,762,344,33.65,N
268400,3.9306,37,-9999999,472,1030,436,,N
310900,5.0532,36,2017,357,-9999999,348,33.64,N
325400,4.8098,29,1652,-9999999,832,326,33.64,N
326100,3.6406,40,1958,-9999999,876,364,33.64,
311100,2.7264,32,1901,400,946,418,33.63,N
317900,4.9643,34,2479,491,1131,490,33.63,N
335700,4.9125,30,2071,412,1081,412,33.63,N
268800,3.1305,25,2224,580,985,516,33.64,
307600,2.8553,38,2222,542,1067,512,,N
236400,3.5161,24,1562,441,696,347,33.63,N
407000,3.5388,32,1122,233,557,223,33.63,N
471300,5.2416,37,2038,379,-9999999,381,33.62,N
490800,7.8496,39,1469,226,553,225,33.63,N
458500,6.5842,35,1821,335,727,316,33.62,N
500001,5.9196,27,1797,343,435,203,33.61,N
500001,4.4063,32,1997,427,944,426,,N
-9999999,9.2175,35,2426,359,937,387,,N
312500,5.3369,18,-9999999,425,425,288,33.61,N
500001,4.5658,33,1890,416,859,329,33.62,N
484600,5.6315,34,2125,498,1052,468,33.62,N
439100,6.5928,28,1765,390,832,349,33.62,N
500001,6.0516,29,-9999999,282,463,215,33.63,N
471400,5.2333,34,959,230,384,197,33.6,N
-9999999,3.8125,27,1806,465,791,358,33.61,N
-9999999,7.0516,37,2204,428,807,410,33.62,N
500001,3.6607,25,1188,264,569,249,,N
222100,5.6637,20,5476,1073,2327,963,33.65,N
215200,4.4211,35,2133,413,1473,402,33.65,N
185400,2.7143,31,1291,356,1252,373,33.64,N
272000,2.6221,-9999999,1867,426,871,399,33.64,N
192900,2.5301,24,1395,396,1478,404,33.64,N
188700,3.0708,24,2539,695,1623,611,33.64,N
225000,1.6389,-9999999,1097,307,470,333,33.64,N
177800,2.7543,15,1707,514,1335,434,33.64,N
358800,5.8777,27,2489,481,1082,443,33.63,N
-9999999,6.0,27,891,183,513,171,33.63,N
226300,4.6161,10,-9999999,732,1332,646,33.63,N
271600,3.9917,17,6745,1547,2688,1535,33.63,N
213400,4.1029,19,1589,421,1118,394,33.65,N
225000,2.75,5,949,287,497,244,33.64,N
182500,,15,1309,477,1330,424,33.65,N
225000,3.5179,29,1253,375,1198,-9999999,33.65,N
181300,2.1074,24,1494,494,814,459,33.65,N
225400,0.9702,28,1087,423,807,425,33.65,N
211500,4.1026,25,1679,470,1314,473,,N
220000,3.184,20,1391,393,856,360,33.65,N
275000,,27,1283,406,1063,376,33.65,N
244600,4.8125,28,3397,597,1397,560,33.68,N
336500,,27,3512,472,1391,481,33.67,N
367000,8.1839,26,2552,314,925,323,33.67,N
224100,5.5,16,2095,450,963,411,33.66,N
-9999999,5.2732,15,2016,443,1015,419,33.65,N
220100,4.2036,34,2141,425,-9999999,429,33.65,N
263800,5.01,19,2602,439,1156,424,33.69,N
261000,6.4441,26,-9999999,473,1258,469,33.69,N
245600,4.4732,25,2017,454,1024,428,33.68,N
264200,5.069,33,2664,-9999999,1197,429,33.68,N
374200,7.4056,26,4183,-9999999,1504,520,,N
430900,4.2071,14,6224,-9999999,3148,1589,33.67,N
414700,9.6062,18,2043,250,702,246,33.66,N
213000,3.1483,26,5831,1546,4738,-9999999,33.65,N
229500,5.2815,30,2704,426,1289,423,33.69,N
218400,3.512,16,7961,2276,5014,2116,33.67,
249200,4.8359,25,7060,1159,3903,1139,33.68,N
266100,6.1601,26,2507,393,1333,392,33.67,N
260300,5.0853,26,2905,504,1452,491,33.68,N
275900,6.6833,25,639,98,311,93,33.67,N
253500,4.4625,32,3058,562,1475,569,33.67,
243300,4.0341,26,5761,1326,-9999999,1116,33.66,
180900,4.0417,14,2598,759,1584,703,33.65,N
193800,3.225,21,1708,505,1099,434,33.66,N
161000,3.1667,22,3568,938,1952,938,33.66,N
192600,6.6369,4,456,91,623,84,33.66,N
316600,5.422,13,9947,1675,4071,-9999999,33.69,N
275000,3.7174,4,2337,768,983,-9999999,33.69,N
181300,3.3409,8,5278,1575,2389,1371,33.68,N
233100,5.2138,20,5330,976,2734,1000,33.69,N
152800,3.152,21,1795,406,2246,400,,N
157500,3.375,36,191,42,208,37,33.71,N
155500,4.9148,16,3397,686,1924,621,33.71,N
262500,3.5326,13,1087,340,817,342,33.71,N
266400,4.9153,17,3216,607,1916,618,33.7,N
246000,5.0956,21,3648,654,2266,628,33.7,N
184900,4.1,27,1596,297,1703,289,33.71,N
185200,3.5551,30,1739,359,1914,369,33.71,N
245000,3.1742,-9999999,1738,509,1403,411,33.71,N
225800,5.4836,18,2135,373,1464,405,33.7,N
-9999999,3.4835,17,5122,1544,2966,1339,33.7,N
240500,5.3254,-9999999,534,88,249,74,33.7,N
205400,3.8029,16,1505,358,835,339,33.7,N
137500,3.6875,36,443,117,577,115,33.72,N
182100,4.5607,-9999999,2436,504,2839,516,33.72,N
180700,4.3899,33,2613,562,3150,543,33.72,N
155200,3.2639,31,1171,306,1690,301,33.73,N
197800,4.65,25,4343,847,3872,850,33.72,N
183500,3.6618,23,2305,538,2493,502,33.72,N
177500,4.5726,32,1947,355,1786,332,33.73,N
165300,3.9844,38,1421,300,1236,263,33.72,
170000,3.89,36,1910,352,1593,329,33.72,N
260500,6.1966,16,4208,630,2592,662,33.71,N
202400,4.7422,23,1422,260,1092,263,33.71,N
233300,4.5814,24,-9999999,804,2663,753,33.71,N
252000,6.2488,16,1917,317,1324,351,33.71,N
266300,6.2452,16,1591,225,926,239,33.71,N
305200,6.3427,15,539,71,287,66,33.71,N
161700,4.2708,15,3201,677,1510,622,33.7,
145700,3.6505,16,3113,783,1719,715,33.71,N
129200,3.2386,13,1857,572,838,525,33.7,N
190800,4.6483,-9999999,4695,1110,2153,989,,N
162500,4.5757,15,2289,686,982,634,33.7,N
150500,3.5694,-9999999,1115,268,1369,259,33.73,N
157700,2.3333,31,1194,-9999999,1602,306,,N
165900,3.5902,39,3167,669,2789,619,,
174000,3.8421,-9999999,2216,497,2445,506,33.72,N
150600,3.413,37,1429,428,2089,399,33.72,N
159100,3.5511,32,1461,-9999999,1909,346,33.72,N
115000,2.4539,28,1499,574,3328,595,33.73,N
175000,2.4211,20,2572,732,1534,669,33.73,N
121400,3.1353,22,-9999999,1802,4715,1666,33.74,N
134600,3.3611,24,1752,407,910,427,33.74,N
112500,3.2104,25,1818,577,-9999999,532,33.74,N
-9999999,2.6771,23,1818,522,958,485,,N
154200,1.8,5,187,49,207,51,33.75,N
173400,1.9309,31,1761,515,1810,468,33.75,N
123200,2.9271,6,1565,599,3157,629,33.75,N
117500,2.8289,15,851,297,1326,254,33.76,N
159800,2.7059,19,1248,-9999999,1214,328,33.74,N
171400,2.5651,27,2311,632,2936,609,33.75,N
165300,3.375,9,525,171,1257,165,33.74,N
175900,4.125,32,691,151,926,-9999999,33.74,N
170800,2.1992,26,-9999999,1003,5756,983,33.74,N
177400,,23,407,108,647,96,33.73,N
182100,3.7202,30,2651,572,3249,552,33.73,N
180200,2.6385,26,1702,456,-9999999,463,33.73,N
158500,2.6734,31,2338,652,3289,631,33.74,N
177000,3.4193,45,2264,502,1970,499,33.73,N
172500,3.415,52,2411,526,2165,521,33.74,N
165600,3.425,38,2415,642,3242,599,33.74,N
159100,3.3125,38,2284,511,2451,504,33.73,N
162500,2.5,34,2254,630,2984,625,33.74,N
177400,3.0824,33,1308,375,2175,347,33.73,N
164100,3.7147,32,2930,833,5116,854,33.73,N
166400,4.1,30,746,172,1048,163,33.73,N
163500,3.2037,-9999999,2291,594,3232,-9999999,33.73,N
-9999999,3.75,36,2471,498,2594,475,33.73,N
139200,4.0231,31,1205,280,1476,301,33.75,N
-9999999,2.9167,32,1562,365,2145,347,33.74,N
160600,3.2292,34,1759,353,2083,-9999999,33.74,N
159500,3.425,28,1346,291,1575,278,33.75,N
-9999999,2.2105,19,-9999999,379,1032,330,,N
166700,2.3783,18,1884,442,1915,442,33.74,N
183200,2.9926,25,4273,965,2946,922,33.74,N
179900,4.7639,26,2413,512,2867,509,33.73,N
178500,,26,1324,314,1804,-9999999,33.73,N
111000,2.7535,24,2932,955,5516,911,33.74,N
173100,,25,808,163,1066,189,33.74,N
151700,,24,1435,-9999999,3171,504,33.74,N
159000,3.75,32,660,145,959,113,33.74,N
154400,4.6875,33,619,139,1217,146,33.74,N
163900,4.0769,32,728,134,837,135,33.73,N
151800,1.5026,10,1823,590,2176,548,33.75,N
151900,3.1964,29,720,174,1045,181,,N
159400,3.1691,16,1444,446,2329,441,33.74,N
-9999999,2.8077,-9999999,1120,296,1718,268,33.74,N
158900,2.7632,16,1243,365,1925,376,33.74,
148500,2.5224,19,2261,642,3545,635,,N
163500,3.0083,25,1799,557,3416,538,33.74,
183300,2.246,6,2992,1194,3800,1130,33.76,N
144400,2.6561,14,5526,1916,6799,1796,33.75,N
162500,2.6635,18,697,255,812,221,33.75,N
158000,3.5972,-9999999,275,87,554,103,33.75,N
137500,1.5054,13,1632,598,3356,659,33.75,N
102500,0.971,12,2782,1077,-9999999,795,33.75,N
350000,1.7019,-9999999,411,-9999999,448,95,33.75,N
235500,3.4345,37,2988,677,2354,666,33.76,N
205300,1.7823,17,1768,474,1079,436,,N
195400,4.5125,50,1344,228,747,234,33.75,N
187200,2.8342,34,3004,-9999999,5477,640,33.75,N
176800,3.6953,26,2678,702,3262,685,33.76,N
163000,3.7143,-9999999,-9999999,431,2245,426,33.75,N
-9999999,3.8056,36,2656,572,2370,571,33.76,N
170100,3.1713,34,2753,654,3117,631,33.75,N
187500,3.5972,26,1813,421,1235,343,,N
288800,6.9737,31,2549,355,1044,362,33.77,N
237400,3.3472,26,3141,670,1572,724,33.78,N
195000,4.1951,32,2342,570,1445,453,33.77,N
189600,3.9219,-9999999,1799,343,1239,368,33.77,N
192700,4.8,-9999999,1050,210,723,201,33.76,N
320300,8.0784,52,2512,-9999999,978,365,33.77,N
-9999999,4.1071,37,4943,851,2164,788,33.76,N
240300,4.6111,39,4159,655,1669,651,33.77,N
205300,4.7083,34,3153,561,1679,532,33.76,N
218800,4.2798,14,1458,423,615,365,33.76,N
204700,2.8828,26,2312,525,1273,437,,N
215700,5.375,16,238,51,-9999999,50,33.76,N
219400,3.6806,22,378,78,196,81,33.76,N
139500,4.0214,16,4367,1161,2164,1005,33.75,N
213800,,33,1866,327,1053,371,,N
206500,4.3292,14,4412,952,1656,874,33.77,N
233100,4.0398,23,5928,1204,3570,1150,33.77,N
249100,3.5195,26,3350,581,1314,550,33.77,N
229600,4.3698,26,2110,409,1146,407,33.76,N
296400,4.9957,22,6433,1174,2703,1125,33.75,N
236500,4.6161,30,2910,535,1270,-9999999,33.75,N
146500,2.8261,24,-9999999,209,342,197,33.75,N
137800,3.0958,25,2720,680,1559,631,33.74,
210200,3.4152,34,2660,601,1475,567,33.75,N
252200,5.021,23,3498,636,1574,642,33.75,N
247200,5.2998,30,3569,551,1540,537,33.74,N
252800,3.5719,19,5471,1345,2828,1247,33.73,N
216900,3.3047,24,2696,649,-9999999,626,33.74,N
140600,,19,4022,-9999999,2334,954,33.73,N
234200,4.7273,23,-9999999,556,1508,555,33.73,N
137000,3.8703,23,2542,772,1720,675,33.73,N
-9999999,4.7039,-9999999,845,190,482,190,33.73,N
-9999999,5.0162,27,1270,258,809,-9999999,33.73,N
183600,3.0382,23,6114,-9999999,4088,1521,33.74,
160400,3.5387,20,5768,1597,4853,1465,33.73,N
-9999999,6.9014,27,-9999999,345,1017,335,33.76,N
487200,11.0546,25,2037,-9999999,796,249,33.76,N
500001,13.466,26,2893,345,983,326,33.75,N
500001,9.3845,26,2955,377,1074,373,33.75,N
286600,5.3903,29,3058,488,1197,474,33.75,N
290200,6.5616,33,2890,453,1300,-9999999,33.74,N
227800,,25,2365,471,1197,458,33.75,N
451300,8.5403,23,3596,451,1292,458,33.77,N
439000,6.9014,21,4349,553,1680,519,33.77,N
500001,11.4537,25,2260,261,719,254,33.76,N
481500,10.1714,6,9792,1283,3744,1179,33.78,N
374000,8.2653,4,8974,1268,3754,1241,33.79,N
500001,11.0124,19,3532,402,1200,426,33.76,N
324600,7.0565,32,2308,301,967,320,33.77,N
203200,4.1151,22,2956,642,1342,558,33.77,N
-9999999,4.275,26,4931,-9999999,2249,818,33.77,N
287800,6.5308,27,3230,449,1193,448,33.76,N
359200,7.1882,27,2578,314,976,340,33.77,N
-9999999,6.2944,33,2774,428,1229,407,33.76,N
-9999999,5.5654,32,2053,339,835,323,33.76,N
349500,8.7496,29,5436,707,2046,685,33.77,N
334600,7.2392,31,4624,624,1852,635,33.77,N
477100,10.157,8,7326,884,2569,798,33.83,N
377600,8.3818,13,3759,489,1496,499,33.83,N
231400,3.6707,23,2775,547,1226,510,33.83,N
