speaker,utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12
1,21,5,1.423469,-0.360519,0.434608,-0.082119,0.159725,-0.099565,-0.004533,0.052599,-0.378598,-0.345641,-0.052398,0.106167
1,21,6,1.179826,-0.165594,0.381865,-0.061234,0.285824,-0.093728,-0.030273,-0.032882,-0.3906,-0.381579,0.041946,0.175163
1,21,7,1.120673,-0.241489,0.416012,-0.012443,0.283661,-0.023545,-0.088167,-0.09487,-0.419675,-0.229739,0.08786,0.051885
1,21,8,1.133405,-0.515344,0.566787,-0.013771,0.324537,-0.03774,-0.135525,-0.091112,-0.417587,-0.133617,0.124115,-0.027507
1,21,9,1.200804,-0.559037,0.588483,0.083772,0.283263,-0.073251,-0.096142,-0.093459,-0.366433,-0.157471,0.069475,0.000229
1,21,10,1.327589,-0.57676,0.466603,0.165451,0.33637,-0.066606,-0.115675,-0.147757,-0.363528,-0.138454,0.078771,-0.017097
1,21,11,1.228057,-0.539057,0.35947,0.266059,0.402594,-0.059426,-0.16101,-0.14176,-0.383335,-0.124231,0.107468,-0.069945
1,21,12,1.034251,-0.528409,0.371854,0.3276,0.435587,-0.064982,-0.162761,-0.167914,-0.358492,-0.115245,0.065643,-0.069674
1,21,13,0.956642,-0.580854,0.462303,0.393265,0.419488,-0.067009,-0.156778,-0.167305,-0.342095,-0.131351,0.050857,-0.063588
1,21,14,0.937792,-0.566178,0.525134,0.341135,0.3627,0.003613,-0.220809,-0.122701,-0.345379,-0.175615,0.085078,-0.113304
1,21,15,0.915334,-0.63776,0.579964,0.309014,0.277109,0.062199,-0.237463,-0.099908,-0.370466,-0.201949,0.114454,-0.150938
1,22,1,1.446814,-0.318667,0.513474,0.022197,-0.250185,-0.330868,-0.373807,0.19965,0.002386,-0.224626,-0.083509,0.044057
1,22,2,1.734038,-0.565097,0.63397,-0.002178,-0.173276,-0.349902,-0.375604,0.08308,0.016099,-0.233974,-0.090376,0.090279
1,22,3,1.522698,-0.322337,0.320559,0.037669,-0.268206,-0.341012,-0.323087,0.105128,0.03477,-0.196352,-0.142561,0.058604
1,22,4,1.585777,-0.418757,0.336066,0.068958,-0.248636,-0.290405,-0.404455,0.052597,0.066125,-0.206246,-0.149652,0.058394
1,22,5,1.587498,-0.414379,0.335013,0.059101,-0.168013,-0.229579,-0.438571,0.003845,0.101638,-0.208641,-0.19177,0.054417
1,22,6,1.645961,-0.426125,0.389522,0.029,-0.12224,-0.202346,-0.41219,-0.011997,0.112053,-0.219153,-0.228055,0.045524
1,22,7,1.721178,-0.49102,0.353279,0.11663,-0.032529,-0.244898,-0.392073,-0.082356,0.062469,-0.22184,-0.233767,0.068984
1,22,8,1.699042,-0.467732,0.352263,0.027277,-0.017661,-0.130321,-0.376645,-0.091503,0.077631,-0.318319,-0.253165,0.148
1,22,9,1.641534,-0.47601,0.375885,-0.046332,0.070076,-0.023588,-0.328485,-0.098312,-0.013832,-0.397491,-0.180215,0.228186
1,22,10,1.578874,-0.559405,0.514297,-0.145325,0.110138,0.064871,-0.297971,-0.090508,-0.159668,-0.39647,-0.03436,0.217674
1,22,11,1.499765,-0.613781,0.588025,-0.149296,0.099846,0.152436,-0.277307,-0.116351,-0.19712,-0.399016,0.018541,0.222384
1,22,12,1.582196,-0.649904,0.58265,-0.124606,0.169295,0.177887,-0.329396,-0.109132,-0.176068,-0.418336,0.033788,0.216312
1,22,13,1.383592,-0.580536,0.480819,0.022535,0.131241,0.138844,-0.324225,-0.085282,-0.161328,-0.438868,0.015132,0.209703
1,22,14,1.461436,-0.56287,0.555253,-0.04839,0.189035,0.05741,-0.310338,-0.069051,-0.186268,-0.455682,0.029274,0.228166
1,22,15,1.481151,-0.683364,0.744781,-0.043529,0.184797,0.014379,-0.395377,-0.047374,-0.167693,-0.405062,0.045713,0.133254
1,22,16,1.205342,-0.649643,0.64021,0.120904,0.219509,0.000662,-0.435089,-0.083611,-0.108994,-0.377547,0.025272,0.088531
1,22,17,1.273914,-0.651803,0.598146,0.130473,0.305919,-0.140706,-0.450778,-0.079384,-0.106193,-0.331743,-0.032208,0.05962
1,22,18,1.271859,-0.618895,0.52888,0.265934,0.228445,-0.163184,-0.386976,-0.069892,-0.140584,-0.323222,-0.035943,0.024741
1,22,19,1.35755,-0.768087,0.707721,0.209641,0.231404,-0.177469,-0.364945,-0.065887,-0.190302,-0.305244,-0.028387,0.029089
1,23,1,1.553173,-0.127693,0.391798,-0.438605,0.092442,-0.37617,-0.241978,0.252099,-0.068874,-0.251354,0.048273,0.175041
1,23,2,1.647792,-0.320824,0.595265,-0.555282,0.070723,-0.310653,-0.297112,0.311664,-0.118128,-0.249979,0.063763,0.162092
1,23,3,1.688864,-0.353799,0.568243,-0.510661,0.01037,-0.252368,-0.273682,0.26639,-0.061191,-0.255721,0.041852,0.169609
1,23,4,1.5382,-0.280949,0.386523,-0.440751,0.012413,-0.207275,-0.228632,0.189813,-0.023845,-0.249312,-0.003228,0.137781
1,23,5,1.722443,-0.435315,0.387453,-0.500181,0.097811,-0.166427,-0.283635,0.121679,-0.068607,-0.215075,-0.059079,0.144366
1,23,6,1.504405,-0.392336,0.242224,-0.390812,0.095371,-0.099243,-0.306751,0.062887,0.02354,-0.240399,-0.092348,0.110563
1,23,7,1.599441,-0.5023,0.248472,-0.395904,0.12815,-0.066641,-0.344851,0.056126,0.03483,-0.336468,-0.122431,0.167314
1,23,8,1.643418,-0.582957,0.302541,-0.362048,0.138931,-0.028856,-0.388867,0.067011,0.010154,-0.412716,-0.091852,0.195018
1,23,9,1.666701,-0.574009,0.305233,-0.371992,0.136361,0.011064,-0.322129,0.092682,-0.052213,-0.503843,-0.129599,0.216571
1,23,10,1.65246,-0.566995,0.272566,-0.282094,0.118564,0.064965,-0.283701,0.005436,-0.054202,-0.480537,-0.190813,0.208979
1,23,11,1.563245,-0.551948,0.293437,-0.293655,0.188841,0.113857,-0.324984,-0.066962,-0.052435,-0.431775,-0.200763,0.178873
1,23,12,1.438363,-0.568388,0.336562,-0.327324,0.223979,0.100954,-0.343054,-0.08939,-0.090629,-0.391145,-0.174276,0.160877
1,23,13,1.413373,-0.538387,0.281989,-0.264613,0.20559,0.074992,-0.340169,-0.114297,-0.111277,-0.402992,-0.122177,0.180601
1,23,14,1.409852,-0.586699,0.25726,-0.220493,0.209703,0.093715,-0.402253,-0.111243,-0.08985,-0.426665,-0.088544,0.180087
1,23,15,1.437613,-0.68942,0.320577,-0.227823,0.245345,0.058723,-0.44867,-0.07369,-0.105041,-0.425161,-0.038743,0.171652
1,23,16,1.324031,-0.65479,0.390295,-0.22144,0.333581,-0.03566,-0.464159,-0.076206,-0.134893,-0.360836,-0.001696,0.164659
1,23,17,1.278713,-0.681539,0.457142,-0.170065,0.378403,-0.065305,-0.465995,-0.12624,-0.141783,-0.286624,0.004233,0.162993
1,23,18,1.139082,-0.704588,0.462714,-0.113362,0.357184,-0.064359,-0.387387,-0.159148,-0.183447,-0.257295,0.019106,0.160221
1,23,19,1.020596,-0.686937,0.471678,-0.055738,0.359599,-0.091167,-0.353093,-0.178858,-0.183552,-0.24618,0.024194,0.154328
1,23,20,0.870741,-0.637351,0.424515,0.025324,0.398479,-0.153523,-0.289792,-0.211751,-0.200519,-0.211769,-0.001042,0.14924
1,23,21,0.704187,-0.569231,0.342379,0.169821,0.379983,-0.190654,-0.192083,-0.27119,-0.229464,-0.152226,-0.026383,0.10156
1,23,22,0.652378,-0.564846,0.310426,0.285249,0.35648,-0.22353,-0.104731,-0.331514,-0.236417,-0.131977,-0.04027,0.091554
1,24,1,1.814525,-0.081445,0.406462,0.045165,-0.691587,-0.336256,-0.11607,-0.142007,0.094531,-0.125119,-0.098098,0.192558
1,24,2,1.913461,-0.136827,0.378663,0.028427,-0.638446,-0.338539,-0.069063,-0.11171,0.081588,-0.10744,-0.127575,0.139456
1,24,3,1.643941,-0.090529,0.335565,0.053616,-0.574465,-0.278628,-0.009622,-0.143472,0.043421,-0.109197,-0.118097,0.090854
1,24,4,1.848799,-0.266479,0.34824,0.075756,-0.497886,-0.250879,-0.062838,-0.13264,0.059141,-0.137999,-0.2004,0.129727
1,24,5,1.839051,-0.161169,0.16193,0.102184,-0.371271,-0.245521,-0.045897,-0.163659,0.076132,-0.246382,-0.216415,0.151553
1,24,6,1.92841,-0.192537,0.143783,0.072931,-0.37755,-0.168413,0.006237,-0.154306,0.027178,-0.305294,-0.254281,0.171682
1,24,7,1.695766,-0.239186,0.142268,0.105714,-0.294308,-0.096023,-0.054203,-0.110442,-0.017574,-0.30539,-0.216012,0.175607
1,24,8,2.003249,-0.463823,0.301816,0.065488,-0.276633,-0.016368,-0.103689,-0.158421,-0.02043,-0.292361,-0.252227,0.220654
1,24,9,1.787962,-0.184362,0.131328,0.079361,-0.208698,0.01489,-0.142945,-0.255093,0.022933,-0.274259,-0.245443,0.163375
1,24,10,1.999333,-0.347605,0.175564,0.143843,-0.137619,-0.019116,-0.21379,-0.255627,-0.032533,-0.245159,-0.229979,0.148459
1,24,11,2.081855,-0.600221,0.365229,0.166957,-0.094964,0.000211,-0.223099,-0.251368,-0.089013,-0.253617,-0.17696,0.167603
1,24,12,2.203141,-0.865502,0.630121,0.00087,0.007602,0.012993,-0.272979,-0.203719,-0.17098,-0.287737,-0.152599,0.173302
1,24,13,1.905346,-0.718912,0.538112,0.018139,0.095584,0.068631,-0.281822,-0.212216,-0.144963,-0.341511,-0.10774,0.238413
1,24,14,1.867525,-0.703326,0.565267,0.05121,0.086255,0.147812,-0.289902,-0.268684,-0.141655,-0.330048,-0.051453,0.250288
1,24,15,1.661347,-0.663582,0.476801,0.231483,0.027188,0.17961,-0.298297,-0.28303,-0.125028,-0.289832,-0.019564,0.211774
1,24,16,1.671889,-0.761271,0.603038,0.218876,0.065373,0.145413,-0.291956,-0.28924,-0.126376,-0.255087,0.005098,0.175033
1,24,17,1.803776,-0.924345,0.795638,0.15709,0.133068,0.074282,-0.333668,-0.265803,-0.153147,-0.206243,-0.011869,0.128706
1,24,18,1.872214,-0.995666,0.85273,0.141706,0.194975,0.062342,-0.395435,-0.220422,-0.186839,-0.207742,0.032937,0.071721
1,24,19,1.893222,-1.030526,0.882958,0.158179,0.194945,0.083371,-0.418662,-0.199824,-0.185917,-0.247347,0.080544,0.059579
1,24,20,1.772602,-1.017697,0.885766,0.150642,0.227201,0.101175,-0.421517,-0.168739,-0.171756,-0.264767,0.075011,0.032363
1,25,1,1.114909,-0.121124,1.015215,-0.435922,-0.323343,-0.315735,-0.312388,0.203715,-0.018818,-0.201491,0.13477,0.174407
1,25,2,1.08578,-0.07632,0.962219,-0.432658,-0.265439,-0.342712,-0.309686,0.244361,-0.036079,-0.229,0.119863,0.155059
1,25,3,1.192486,-0.159693,0.976259,-0.366494,-0.266392,-0.305959,-0.328253,0.201852,-0.044513,-0.242928,0.107773,0.139908
1,25,4,1.026753,-0.121445,0.86374,-0.179242,-0.247755,-0.271258,-0.384739,0.149977,-0.051365,-0.252144,0.075688,0.124648
1,25,5,1.194319,-0.336587,0.879784,-0.276508,-0.174887,-0.100703,-0.343256,0.174233,-0.042906,-0.32113,0.023484,0.071208
1,25,6,1.195848,-0.410752,0.828522,-0.317516,-0.053492,-0.005424,-0.360025,0.178071,-0.050732,-0.391653,-0.031934,0.077595
1,25,7,1.13148,-0.429922,0.777036,-0.261941,0.035569,0.039537,-0.395585,0.13301,-0.056545,-0.41671,-0.056627,0.104608
1,25,8,1.291878,-0.457769,0.829503,-0.269479,0.024801,0.136982,-0.374851,0.075446,-0.056241,-0.424745,-0.032307,0.099417
1,25,9,1.520352,-0.623942,1.014618,-0.337592,0.081336,0.213987,-0.410641,0.018488,-0.132985,-0.432263,0.07408,0.115136
1,25,10,1.294939,-0.607856,0.969647,-0.245665,0.087413,0.232494,-0.364976,-0.010124,-0.138738,-0.408032,0.051019,0.102502
1,25,11,1.29037,-0.648581,0.930489,-0.14707,0.17843,0.207555,-0.376823,-0.048229,-0.183871,-0.36287,0.102153,0.070595
1,25,12,1.369264,-0.662774,1.019784,-0.127393,0.201081,0.160525,-0.411419,-0.071578,-0.193073,-0.300732,0.101616,-0.011879
1,25,13,1.374749,-0.748448,1.170514,-0.073911,0.184912,0.087235,-0.521944,-0.036571,-0.107916,-0.334844,0.039406,-0.036019
1,25,14,1.292487,-0.684068,1.112072,-0.023419,0.187619,0.095196,-0.493182,-0.053582,-0.077201,-0.347681,-0.006659,-0.039019
1,25,15,1.127852,-0.408375,0.885656,0.065933,0.171668,0.140684,-0.436227,-0.13375,-0.068096,-0.312012,-0.023187,-0.061607
1,25,16,1.25305,-0.451441,0.855144,0.060432,0.270107,0.062905,-0.403772,-0.135968,-0.169621,-0.303593,0.054676,-0.062068
1,25,17,1.406211,-0.708067,1.030679,-0.063167,0.306286,0.190647,-0.446484,-0.119747,-0.231711,-0.327354,0.123634,-0.048014
1,26,1,1.304824,0.106494,0.673842,-0.430655,-0.012318,-0.463848,-0.203192,0.31831,0.041553,-0.191541,0.003957,0.167687
1,26,2,1.391294,0.068295,0.661429,-0.459121,-0.023317,-0.413008,-0.138002,0.312054,-0.043612,-0.198387,0.02456,0.117289
1,26,3,1.393211,0.045274,0.673677,-0.431509,0.053768,-0.361994,-0.146737,0.2238,-0.077534,-0.173089,0.013988,0.144424
1,26,4,1.355873,-0.098561,0.609594,-0.392927,0.219053,-0.272311,-0.239973,0.204978,-0.017939,-0.158494,-0.046026,0.128406
1,26,5,1.437055,-0.170245,0.535669,-0.3707,0.280611,-0.224883,-0.216739,0.208402,-0.046987,-0.179136,-0.103786,0.08432
1,26,6,1.406065,-0.171287,0.581883,-0.418838,0.294708,-0.141871,-0.16148,0.151355,-0.085562,-0.211082,-0.25219,0.076349
,26,7,1.248447,-0.199289,0.534791,-0.279484,0.314338,-0.172977,-0.172354,0.087761,-0.080004,-0.218367,-0.312595,0.095468
1,26,8,1.373855,-0.314343,0.44722,-0.118827,0.30633,-0.147664,-0.143144,-0.045634,-0.132242,-0.164455,-0.294349,0.082931
1,26,9,1.456962,-0.353006,0.495846,-0.152731,0.29729,-0.05861,-0.081148,-0.160745,-0.222021,-0.143808,-0.253586,0.139031
1,26,10,1.335742,-0.283552,0.4823,-0.208787,0.323964,-0.039357,-0.031319,-0.117345,-0.339573,-0.218489,-0.167142,0.183731
1,26,11,1.345344,-0.252823,0.461156,-0.187739,0.316227,-0.02421,-0.026289,-0.103555,-0.387785,-0.19782,-0.109914,0.123856
1,26,12,1.282481,-0.294971,0.518415,-0.105232,0.291188,-0.060372,-0.010993,-0.187024,-0.351373,-0.141429,-0.103251,0.132811
1,26,13,1.113669,-0.293596,0.469422,-0.050882,0.38992,-0.168576,0.042671,-0.238661,-0.378178,-0.119225,-0.072552,0.195684
1,26,14,1.141824,-0.29659,0.412605,-0.029596,0.483516,-0.185956,0.026482,-0.227243,-0.388302,-0.167532,-0.031777,0.233667
1,26,15,1.341699,-0.398292,0.406601,-0.000652,0.485882,-0.113026,-0.086596,-0.217334,-0.288581,-0.242718,-0.065342,0.250143
1,26,16,1.240605,-0.365347,0.394387,0.009971,0.52464,-0.120891,-0.050679,-0.276462,-0.270786,-0.194246,-0.109215,0.234129
1,26,17,1.132632,-0.344673,0.533299,-0.062261,0.532436,-0.03776,-0.115923,-0.314674,-0.236332,-0.193899,-0.100695,0.230127
1,27,1,1.216277,0.012681,0.40898,-0.426374,0.215753,-0.353217,-0.101977,0.383549,-0.007235,-0.183563,-0.208273,0.020444
1,27,2,1.161777,0.095236,0.327397,-0.389226,0.280657,-0.352852,-0.011599,0.358355,-0.00366,-0.23093,-0.206452,0.045311
1,27,3,1.081685,0.044812,0.452536,-0.409362,0.27304,-0.286028,-0.043347,0.364225,-0.030882,-0.272829,-0.233829,0.05112
1,27,4,1.023211,-0.107998,0.541522,-0.415826,0.248192,-0.181357,-0.168057,0.33026,-0.090133,-0.299025,-0.210262,0.025225
1,27,5,1.096366,-0.232957,0.58901,-0.355695,0.279578,-0.123471,-0.252119,0.273005,-0.153015,-0.334539,-0.169006,0.028544
1,27,6,1.171417,-0.292703,0.609122,-0.266573,0.340838,-0.034374,-0.272608,0.170013,-0.197705,-0.361787,-0.140776,0.085734
1,27,7,1.199706,-0.229663,0.542832,-0.273071,0.308415,0.072044,-0.254033,0.08332,-0.214953,-0.362285,-0.108924,0.062222
1,27,8,1.240064,-0.293909,0.537479,-0.160381,0.304272,0.055016,-0.243531,0.050717,-0.228839,-0.395071,-0.05659,0.10406
1,27,9,1.305465,-0.533004,0.590922,-0.025334,0.313182,0.036521,-0.276372,0.080929,-0.256191,-0.385045,-0.017659,0.068826
1,27,10,1.211266,-0.654038,0.647944,0.05303,0.334879,0.077153,-0.304606,-0.038022,-0.216868,-0.290119,0.004913,0.041651
1,27,11,1.01901,-0.553564,0.483741,0.244024,0.268315,0.10682,-0.21029,-0.234565,-0.136763,-0.237318,-0.017819,0.09882
1,27,12,0.955648,-0.513076,0.511201,0.262955,0.237176,0.115398,-0.192111,-0.252293,-0.165617,-0.247033,0.034718,0.064693
1,27,13,1.10938,-0.56422,0.681267,0.121117,0.299765,0.060388,-0.13445,-0.282893,-0.241263,-0.207851,0.018694,0.092466
1,28,1,1.11782,-0.066704,0.574879,-0.64307,0.273526,-0.375781,-0.237391,0.478281,-0.264385,-0.254979,-0.022492,-0.052392
1,28,2,1.077202,-0.210086,0.447571,-0.48432,0.188394,-0.370709,-0.231468,0.414364,-0.202973,-0.26564,-0.012836,0.001502
1,28,3,1.236526,-0.204128,0.456844,-0.526025,0.209161,-0.367808,-0.224912,0.412866,-0.182233,-0.288822,-0.022821,0.052026
1,28,4,1.485754,-0.104244,0.460147,-0.615787,0.289725,-0.364911,-0.287568,0.323176,-0.169553,-0.268474,-0.086694,0.08361
1,28,5,1.619087,-0.225279,0.5069,-0.604829,0.3367,-0.280164,-0.401309,0.280072,-0.232909,-0.246208,-0.012698,0.040706
1,28,6,1.489338,-0.254832,0.538261,-0.493594,0.334906,-0.234932,-0.359588,0.254268,-0.288615,-0.252764,0.077202,0.04177
1,28,7,1.279068,-0.258951,0.462756,-0.307194,0.380887,-0.268778,-0.354656,0.210209,-0.25582,-0.252852,0.060922,0.072044
1,28,8,1.469151,-0.327381,0.457376,-0.313057,0.433723,-0.209163,-0.414314,0.191337,-0.280119,-0.274974,0.073125,0.033151
1,28,9,1.559236,-0.301215,0.339386,-0.219891,0.453345,-0.092298,-0.375013,0.086769,-0.317104,-0.294333,0.086733,0.049539
1,28,10,1.511188,-0.258918,0.33748,-0.18227,0.437617,-0.080864,-0.258379,0.023537,-0.395031,-0.306518,0.084813,0.123908
1,28,11,1.514433,-0.327542,0.406126,-0.182398,0.493565,-0.057979,-0.28486,0.010952,-0.396984,-0.279616,0.070613,0.109006
1,28,12,1.587129,-0.462659,0.468461,-0.122726,0.414587,0.014576,-0.334895,-0.039605,-0.316836,-0.268347,0.076712,0.0704
1,28,13,1.48482,-0.54189,0.526677,0.021302,0.348361,0.041496,-0.352711,-0.047108,-0.28199,-0.29451,0.133156,0.056042
1,28,14,1.297777,-0.592594,0.615406,0.021885,0.458164,0.005946,-0.347708,0.013526,-0.339159,-0.32365,0.165085,0.077357
1,28,15,1.133621,-0.724162,0.579515,0.130178,0.471346,-0.075162,-0.389695,0.007727,-0.308836,-0.221711,0.156582,-0.038589
1,28,16,1.027953,-0.690171,0.640242,0.160346,0.483883,-0.026475,-0.407832,-0.016861,-0.264037,-0.260204,0.143513,-0.03278
1,29,1,1.050561,-0.050263,0.575311,-0.381542,0.149465,-0.251251,-0.038134,0.304118,-0.142796,-0.323718,-0.046208,0.174628
1,29,2,1.08985,-0.092389,0.430597,-0.278089,0.223769,-0.207304,0.019118,0.162994,-0.204544,-0.331463,-0.044924,0.234461
1,29,3,1.179325,-0.232238,0.32874,-0.126913,0.219619,-0.110061,0.022432,0.04085,-0.198957,-0.262613,-0.144789,0.209993
1,29,4,1.185841,-0.362142,0.393791,-0.122981,0.308822,-0.024153,-0.071471,0.02213,-0.200472,-0.149551,-0.284025,0.096783
1,29,5,1.178166,-0.28073,0.436398,-0.123665,0.317193,-0.046648,-0.068075,-0.025804,-0.212589,-0.151322,-0.253679,0.093293
1,29,6,1.16001,-0.284349,0.640467,-0.141316,0.161923,-0.019769,-0.00122,-0.164249,-0.256909,-0.226813,-0.078728,0.196842
1,29,7,1.154196,-0.298947,0.627666,-0.011026,0.206863,-0.10516,0.07953,-0.195379,-0.295873,-0.240658,-0.062826,0.254619
1,29,8,1.167316,-0.288402,0.562604,0.117765,0.275481,-0.097742,0.061768,-0.229624,-0.303981,-0.211557,-0.021845,0.207301
1,29,9,1.139989,-0.197834,0.575838,0.11927,0.342504,-0.012693,-0.060078,-0.229496,-0.234844,-0.283657,0.054875,0.17442
1,29,10,1.026168,-0.311004,0.648437,0.175635,0.342404,0.072091,-0.112668,-0.201273,-0.192235,-0.309278,0.032399,0.167261
1,29,11,0.948798,-0.463278,0.768951,0.256821,0.276359,0.117379,-0.145911,-0.154972,-0.177908,-0.314891,-0.000686,0.140237
1,29,12,0.919329,-0.410579,0.802946,0.249172,0.253849,0.109066,-0.182043,-0.132196,-0.171851,-0.296547,-0.001335,0.039366
1,29,13,0.947896,-0.360023,0.798481,0.186581,0.27265,0.114082,-0.223058,-0.185169,-0.150451,-0.242268,-0.025199,-0.034749
1,30,1,1.242771,-0.324706,0.543967,-0.373026,-0.18143,-0.28973,0.002265,0.167612,-0.095276,-0.276782,-0.229465,0.14079
1,30,2,1.072831,-0.353014,0.60351,-0.223142,-0.103556,-0.302159,-0.056409,0.054185,-0.142722,-0.22593,-0.149259,0.223955
1,30,3,1.165356,-0.389025,0.563948,-0.216534,-0.158108,-0.160067,-0.073883,0.034617,-0.11314,-0.289377,-0.105009,0.200262
1,30,4,1.207858,-0.46913,0.567119,-0.266621,-0.072392,-0.037072,-0.138187,0.002427,-0.082248,-0.31433,-0.049414,0.225021
1,30,5,1.198668,-0.403706,0.456508,-0.216454,0.057844,0.023264,-0.07638,4.4e-05,-0.05911,-0.322614,-0.057363,0.230141
1,30,6,1.121578,-0.310064,0.379863,0.029142,0.074446,0.032859,-0.033693,-0.041443,-0.065423,-0.329208,-0.05685,0.190683
1,30,7,1.019561,-0.379438,0.5805,0.000425,0.189253,0.012434,-0.107702,-0.004791,-0.096377,-0.369858,-0.030121,0.205189
1,30,8,0.931958,-0.430595,0.652689,0.070191,0.208314,0.104163,-0.244137,0.007508,-0.087946,-0.378547,0.003126,0.141469
1,30,9,0.903557,-0.452195,0.691431,0.166877,0.174932,0.102996,-0.26331,-0.046844,-0.102154,-0.310935,0.022495,0.054024
1,30,10,0.963404,-0.535927,0.786348,0.152062,0.241697,0.21076,-0.269965,-0.123498,-0.171102,-0.264793,0.10134,0.011266
1,30,11,1.05385,-0.68087,0.961209,0.161535,0.239084,0.223015,-0.215426,-0.14588,-0.237901,-0.216222,0.142017,-0.051177
1,30,12,1.052878,-0.675214,1.04158,0.120184,0.315307,0.120912,-0.206793,-0.053528,-0.312807,-0.187248,0.113578,-0.132342
1,30,13,0.964784,-0.61137,1.09933,-0.038945,0.470141,0.109947,-0.391649,0.018849,-0.265149,-0.224517,0.093726,-0.172448
1,30,14,0.947621,-0.660556,1.143231,0.022668,0.436071,0.081502,-0.393783,-0.003644,-0.276161,-0.203999,0.118564,-0.225751
2,1,1,1.077155,-0.563933,0.196,-0.492321,-0.321541,-0.406866,0.073844,0.005135,0.046161,-0.186685,-0.26155,0.210844
2,1,2,1.141607,-0.496151,0.212466,-0.614147,-0.232306,-0.365256,0.036082,-0.001499,0.044405,-0.180397,-0.310957,0.230254
2,1,3,1.281371,-0.454458,0.095795,-0.581874,-0.142009,-0.345286,0.017539,-0.051493,0.077911,-0.206256,-0.348079,0.247984
2,1,4,1.246666,-0.457816,0.027182,-0.494232,-0.120013,-0.288202,0.001498,-0.06116,0.048699,-0.283163,-0.278757,0.232536
2,1,5,1.147179,-0.529007,0.023932,-0.526729,-0.04538,-0.252375,0.015265,-0.10539,0.063487,-0.293464,-0.315768,0.276787
2,1,6,1.254566,-0.500847,-0.109702,-0.477955,0.069779,-0.228134,-0.013107,-0.200017,0.079537,-0.324837,-0.311149,0.321516
2,1,7,1.225848,-0.808048,-0.081299,-0.344381,0.114694,-0.150909,-0.133867,-0.177265,-0.028303,-0.310552,-0.278199,0.265401
2,1,8,1.297097,-1.117234,0.128209,-0.350802,0.157251,-0.025581,-0.295393,-0.111658,-0.118254,-0.330487,-0.213523,0.222019
2,1,9,1.181589,-1.17987,0.254624,-0.355502,0.201794,0.017793,-0.366168,-0.126331,-0.185752,-0.326894,-0.126947,0.209223
2,1,10,0.94208,-1.150878,0.266292,-0.279515,0.253215,-0.013039,-0.396417,-0.158174,-0.188249,-0.317832,-0.07501,0.227227
2,1,11,0.830025,-1.169169,0.31524,-0.217471,0.308675,-0.035687,-0.440381,-0.165308,-0.187565,-0.294935,-0.03516,0.210961
2,1,12,0.876531,-1.207502,0.342724,-0.141279,0.336178,-0.03854,-0.435943,-0.147199,-0.182251,-0.260007,-0.012422,0.146168
2,1,13,0.86193,-1.304825,0.450422,-0.065858,0.359489,-0.020503,-0.44092,-0.122864,-0.205475,-0.232404,0.009045,0.050305
2,1,14,0.841519,-1.338378,0.512868,-0.027432,0.388048,-0.034021,-0.459767,-0.111919,-0.226189,-0.226762,0.016281,-0.010862
2,1,15,0.827529,-1.316856,0.572567,0.012003,0.402914,-0.063774,-0.447123,-0.098543,-0.251973,-0.198962,0.016835,-0.073798
2,1,16,0.706666,-1.342274,0.674336,-0.028475,0.404047,-0.043849,-0.451267,-0.074679,-0.272685,-0.17123,0.039671,-0.129574
2,1,17,0.567691,-1.281638,0.703973,0.015263,0.442999,-0.053879,-0.417366,-0.057316,-0.263797,-0.130382,0.030312,-0.178274
2,1,18,0.563653,-1.317687,0.778231,0.011526,0.455169,-0.024745,-0.396339,-0.035966,-0.255105,-0.097224,0.014119,-0.230632
2,2,1,0.560677,-0.906957,0.26972,-0.603207,-0.230533,-0.271454,-0.20027,0.189493,0.061913,-0.221101,-0.210243,0.112866
2,2,2,0.510661,-0.872723,0.219086,-0.580779,-0.193181,-0.26793,-0.1785,0.159496,0.041541,-0.23553,-0.220906,0.139455
2,2,3,0.585942,-0.905311,0.171353,-0.554331,-0.088617,-0.211729,-0.185051,0.0989,-0.022152,-0.29368,-0.168039,0.235752
2,2,4,0.780779,-0.946545,0.175232,-0.531226,-0.012234,-0.160615,-0.218521,0.052898,-0.093017,-0.332918,-0.122979,0.305523
2,2,5,0.924772,-0.949779,0.13631,-0.486531,0.006926,-0.141533,-0.22705,0.001375,-0.100572,-0.358223,-0.13114,0.33659
2,2,6,1.166576,-1.068611,0.15432,-0.441137,0.019536,-0.071799,-0.279052,-0.03587,-0.136736,-0.387997,-0.09971,0.329111
2,2,7,1.071604,-0.867448,0.134189,-0.525847,0.226513,-0.115121,-0.312455,0.00201,-0.228968,-0.370044,-0.071543,0.273873
2,2,8,0.981935,-0.781601,0.084001,-0.536046,0.351595,-0.157744,-0.295222,-0.016541,-0.311478,-0.32726,-0.047546,0.224847
2,2,9,0.975333,-0.758115,0.025039,-0.469675,0.476983,-0.223889,-0.342726,-0.029883,-0.343701,-0.290432,-0.044878,0.196415
2,2,10,1.030692,-0.752297,-0.004883,-0.409344,0.497349,-0.244879,-0.353142,-0.081008,-0.366302,-0.227306,-0.020252,0.169985
2,2,11,1.068504,-0.89843,0.054684,-0.245065,0.4084,-0.231733,-0.329415,-0.138554,-0.37314,-0.195201,0.006392,0.164663
