input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,class
97,100,63,90,30,56,11,20,48,0,100,22,39,27,0,4,
17,100,8,53,61,47,42,0,3,17,0,80,44,96,100,94,
37,71,79,71,49,100,0,45,25,36,66,0,100,51,10,26,8
10,76,39,100,88,87,55,62,100,43,98,13,43,0,0,8,3
33,100,21,78,0,53,4,28,77,36,90,51,88,25,100,0,
53,91,100,100,86,100,28,86,58,64,98,32,60,0,0,1,5
0,55,41,82,72,100,66,65,63,29,31,0,33,4,100,5,
32,94,23,68,60,34,33,0,0,26,17,69,41,98,100,100,5
0,100,51,85,100,74,63,37,26,0,15,12,38,31,100,37,7
82,90,39,100,25,64,75,80,100,83,91,43,58,9,0,0,9
3,87,50,100,100,100,78,76,76,52,90,30,47,13,0,0,3
81,100,50,79,23,52,17,22,70,15,100,31,44,19,0,0,6
14,73,52,100,66,98,50,55,35,12,0,7,50,3,100,0,1
7,94,17,51,94,47,66,0,9,3,0,56,18,97,100,100,
100,97,58,100,21,70,0,34,21,0,71,1,57,28,11,14,
100,100,53,82,18,57,0,29,14,0,69,1,64,20,12,7,6
12,55,0,46,21,6,66,0,100,30,99,73,63,100,18,93,0
32,94,0,57,56,47,59,0,17,4,12,64,42,100,100,95,5
73,100,35,81,10,51,11,19,59,0,100,19,62,44,0,47,
0,78,40,100,80,86,70,42,40,7,14,0,56,18,100,3,2
62,100,37,81,14,55,0,28,55,24,100,45,66,27,58,0,4
32,100,12,77,0,48,53,38,100,55,94,57,81,28,65,0,
38,100,14,74,0,46,39,35,93,35,100,53,86,27,70,0,4
0,76,42,100,51,91,43,52,46,13,100,7,71,2,31,0,
96,100,0,98,22,54,87,15,51,0,25,39,100,73,38,94,8
0,94,50,100,94,100,73,58,60,14,43,0,50,27,100,19,7
0,93,53,100,83,84,68,43,55,0,30,22,45,46,100,51,7
37,100,48,71,0,44,63,37,100,37,89,63,80,29,74,0,4
32,90,0,60,2,17,51,0,95,27,100,69,66,100,25,72,0
48,100,18,59,43,74,53,82,41,22,0,0,38,1,100,0,1
0,66,54,79,78,100,100,86,98,63,92,42,80,20,90,0,
21,100,0,64,2,23,40,0,86,18,100,56,75,91,30,81,
0,92,42,100,90,100,100,83,71,63,57,40,44,17,14,0,
0,71,20,100,54,91,51,55,29,22,3,0,54,3,100,9,2
31,87,57,100,55,65,30,37,0,14,26,9,62,5,100,0,2
79,81,57,100,17,82,62,65,99,52,100,16,52,1,0,0,9
53,81,86,100,98,69,83,37,52,9,0,3,47,0,100,2,2
27,66,53,100,76,77,49,40,9,13,0,15,50,5,100,0,
60,80,12,50,3,0,57,10,97,50,100,100,46,92,0,59,0
0,91,36,100,62,83,57,60,70,39,100,22,78,4,39,0,3
0,95,62,100,100,82,88,50,79,19,66,0,35,27,99,37,7
43,80,28,100,60,73,40,38,0,14,0,3,50,0,100,0,2
100,89,52,100,25,71,45,34,38,0,0,17,34,47,76,71,8
71,92,48,62,100,82,59,100,87,75,87,47,55,0,0,5,
34,100,15,78,0,43,56,37,100,43,78,70,54,36,41,0,4
62,100,27,82,0,51,2,19,51,0,100,18,62,40,20,22,6
63,98,95,76,93,100,61,74,100,81,99,33,67,0,0,4,
34,66,65,100,62,99,55,61,44,23,0,0,21,3,100,2,1
0,42,42,55,73,77,100,100,81,77,61,52,46,26,39,0,1
0,100,28,65,100,79,38,96,58,55,96,44,72,0,11,23,9
90,94,13,95,26,56,96,27,52,0,0,26,45,64,100,100,8
2,85,0,58,45,34,24,0,7,28,1,69,44,93,100,100,5
0,50,13,63,56,83,100,100,94,75,75,50,54,24,31,0,1
23,100,15,75,0,40,60,29,94,60,100,70,86,35,78,0,4
47,100,11,81,0,39,21,3,62,0,98,22,100,63,61,73,
45,69,58,100,94,83,75,47,39,18,0,0,50,9,100,2,2
0,64,37,82,85,99,100,100,85,75,76,50,70,24,67,0,1
100,100,55,99,39,73,91,84,86,76,68,47,43,20,0,0,9
0,79,27,100,84,99,82,75,84,52,100,28,55,11,2,0,3
23,88,68,100,100,84,73,60,82,37,98,12,52,0,0,3,3
0,77,33,100,55,71,45,35,14,8,9,19,56,17,100,0,2
75,80,93,100,100,81,80,59,66,35,66,9,34,0,0,4,
38,100,20,75,0,47,56,35,100,50,80,56,61,28,43,0,
0,87,46,100,88,85,73,43,65,0,36,18,46,42,100,50,7
24,91,67,100,61,65,36,33,0,6,0,13,50,3,100,0,
100,52,40,48,0,71,26,100,78,91,88,57,73,22,33,0,9
4,80,50,100,100,91,71,60,46,44,89,25,51,0,0,6,
87,100,51,81,0,45,74,46,100,66,89,90,78,44,60,0,4
18,99,6,51,22,6,69,0,100,37,90,83,44,100,0,80,0
27,82,5,39,30,0,80,15,100,59,74,100,23,95,0,53,0
0,90,37,98,89,100,67,52,50,0,33,18,48,40,100,47,7
32,87,74,100,82,75,45,53,87,43,100,18,54,0,0,3,
0,82,43,100,100,94,90,65,55,41,13,18,28,1,92,0,
14,66,23,100,41,74,24,34,0,0,22,15,61,9,100,3,2
66,90,6,55,100,73,45,100,33,46,0,0,89,11,13,23,
64,92,100,100,85,98,47,80,70,54,82,18,43,0,0,13,5
96,85,31,100,44,64,96,27,37,0,0,31,72,62,100,91,
0,60,42,80,90,100,100,97,84,72,68,47,55,22,45,0,1
40,100,0,60,20,21,86,14,100,40,75,86,61,50,59,0,4
59,90,16,88,0,41,25,0,77,10,100,55,82,100,35,94,
16,100,11,71,5,39,29,11,85,11,100,28,46,18,0,0,6
36,100,19,61,0,27,80,28,100,52,73,90,70,45,69,0,
56,76,75,100,91,67,68,33,28,10,0,17,51,14,100,0,
0,77,13,100,57,99,60,64,38,30,11,2,57,0,100,6,
0,99,56,100,72,80,54,41,49,0,22,18,41,36,100,39,7
30,100,19,80,0,53,11,32,74,40,100,56,89,28,85,0,
32,99,35,63,56,21,17,0,0,36,12,82,54,100,100,83,5
51,100,93,95,64,73,70,61,100,39,82,12,38,0,0,7,
0,94,61,100,100,77,83,44,58,13,44,0,25,29,97,36,
0,68,27,100,73,93,73,52,54,12,50,0,49,34,100,38,7
6,80,45,100,59,70,37,39,3,13,0,9,52,5,100,0,
76,95,23,100,36,60,68,22,23,0,0,33,46,65,100,94,8
0,51,24,64,66,85,100,100,72,75,47,51,26,25,11,0,1
29,71,55,100,74,75,59,39,30,9,0,8,49,0,100,2,
40,78,62,100,58,67,35,39,0,32,27,22,62,7,100,0,
81,97,2,90,0,61,81,72,100,100,81,67,69,33,59,0,9
0,88,26,100,56,86,45,51,26,19,34,0,69,2,100,10,2
35,100,5,72,0,40,44,18,87,30,100,58,70,30,53,0,
31,85,63,100,75,71,39,43,0,17,11,4,58,1,100,0,
0,74,36,100,64,74,54,37,37,0,23,12,38,39,100,43,7
13,98,0,74,51,57,32,0,2,22,4,85,41,100,100,100,5
98,78,44,76,40,100,91,98,100,69,79,42,44,18,0,0,9
46,88,78,100,79,67,65,47,100,32,75,7,37,0,0,5,3
94,77,54,100,0,74,47,52,85,76,100,38,82,0,5,0,9
41,75,62,100,100,94,74,67,37,43,0,20,23,2,83,0,2
32,75,6,48,0,16,34,0,79,11,100,39,99,70,82,100,
71,100,29,69,0,32,24,0,76,18,100,56,85,95,31,98,
42,80,19,62,51,28,13,0,0,26,11,70,46,100,100,98,
32,52,22,0,100,2,78,63,35,37,14,100,71,92,0,73,
27,100,15,72,0,42,49,31,100,36,82,62,68,31,66,0,4
0,77,26,100,49,87,39,54,15,26,24,11,62,4,100,0,2
34,96,43,63,89,37,65,0,0,14,12,54,26,93,100,100,5
29,100,16,77,0,41,70,34,100,64,89,67,57,34,26,0,
0,96,51,100,98,88,87,61,53,42,100,27,68,7,17,0,3
6,83,0,39,24,0,73,11,100,51,82,94,35,100,6,62,0
33,88,39,59,63,100,0,65,28,43,40,0,100,42,25,47,8
69,97,0,90,24,45,81,3,0,0,46,45,100,89,20,100,8
0,51,10,59,57,79,100,100,92,78,70,52,52,25,32,0,
27,84,58,100,76,68,57,34,16,13,0,9,50,5,100,0,2
0,61,15,62,51,81,89,100,100,80,86,53,72,26,57,0,1
13,96,56,100,56,75,30,53,0,32,3,11,51,5,100,0,2
35,88,30,57,50,17,11,0,0,38,56,68,100,100,20,100,8
54,96,60,67,87,34,48,0,14,26,0,72,40,100,100,99,5
22,72,34,100,62,73,38,35,0,8,5,0,53,3,100,8,2
28,86,8,60,54,45,28,0,6,20,0,70,40,98,100,100,5
0,92,51,100,100,98,83,57,71,14,59,0,44,33,97,42,7
0,94,22,100,71,94,70,51,61,0,42,9,52,32,100,20,7
62,88,20,65,0,24,34,0,78,24,100,63,77,100,26,93,0
11,85,31,100,92,95,75,63,46,36,100,16,62,0,0,9,3
70,69,100,95,40,100,0,74,53,75,78,57,51,28,21,0,9
4,77,29,100,80,98,68,69,93,46,100,13,52,0,0,4,
33,100,13,89,0,61,49,58,100,76,63,55,37,28,20,0,4
100,87,26,100,0,70,66,68,97,99,86,66,72,33,69,0,9
10,71,57,100,91,76,65,37,30,0,0,11,30,31,100,33,
9,100,18,82,0,49,10,24,71,26,100,51,92,31,90,0,4
0,66,1,64,26,53,63,26,12,0,12,52,33,91,100,100,5
100,100,54,85,21,60,0,33,2,5,52,0,54,22,1,17,6
0,81,41,79,79,96,100,100,95,74,87,49,78,23,78,0,
0,95,31,100,78,97,54,47,23,0,17,5,44,39,100,48,7
20,100,6,79,0,49,65,43,100,66,86,59,70,29,52,0,
11,84,0,34,35,0,84,19,100,67,65,100,21,70,11,24,0
57,96,3,100,27,74,62,90,86,71,100,31,63,0,0,3,9
66,86,0,94,21,52,80,14,14,0,42,39,100,78,49,100,8
25,75,37,98,92,100,100,75,68,51,97,27,51,9,0,0,3
78,67,65,100,0,75,56,37,84,0,2,10,35,52,100,86,8
22,100,0,55,40,59,53,2,19,0,20,66,41,99,100,98,
89,100,40,79,0,42,69,38,100,59,74,87,69,43,68,0,
0,99,91,100,79,69,60,35,50,0,17,3,9,28,100,37,
55,83,100,100,88,92,40,78,24,43,68,31,48,5,0,0,
31,91,0,85,8,45,85,44,100,82,66,100,68,50,76,0,4
31,83,0,53,1,8,57,0,100,30,98,75,51,100,7,72,0
7,86,44,100,54,70,30,39,0,13,14,4,57,2,100,0,
0,98,5,73,70,39,100,0,43,9,53,50,84,90,26,100,8
100,100,70,93,37,68,11,41,0,11,38,0,48,25,2,35,6
0,40,22,53,49,64,76,79,100,100,84,73,71,38,63,0,
41,81,63,100,82,75,52,47,100,46,98,17,46,0,0,9,
100,100,49,91,13,62,0,28,33,0,90,15,75,45,8,49,
24,86,36,55,98,77,27,100,45,81,100,49,84,10,0,0,9
44,100,16,79,0,53,20,33,61,32,100,37,85,28,81,0,4
90,85,100,100,64,97,59,68,80,38,72,8,36,1,0,0,5
28,61,59,27,33,0,2,20,63,46,100,79,48,100,0,74,
94,95,56,100,23,67,0,29,19,0,69,16,100,50,89,90,0
27,89,0,64,62,46,54,0,3,1,6,52,31,93,100,100,5
100,100,55,100,13,76,0,46,12,15,64,0,78,27,26,46,6
34,71,16,65,17,23,0,0,1,42,44,75,100,100,46,91,8
34,29,0,51,37,76,92,100,100,80,84,53,74,26,74,0,1
38,79,59,100,89,77,69,44,31,17,0,22,54,20,100,0,
100,100,60,89,26,65,3,36,0,4,43,0,51,26,12,31,6
75,100,46,69,22,37,12,3,66,0,100,26,45,34,0,13,6
21,100,19,70,32,100,45,52,63,7,0,0,34,8,100,13,1
25,89,62,100,65,78,66,52,100,33,81,7,41,0,0,3,3
7,97,15,68,65,39,31,0,0,25,4,77,33,97,100,100,
56,80,5,100,10,65,87,33,71,0,0,22,58,59,100,97,8
51,80,56,100,100,93,82,53,45,20,0,0,42,10,94,1,2
